locus_tag,gene_name,old_locus_tag,start,end,length,strand,gene_product,COG,operon,uniprot
PP_5593,PP_5593,,3685127,3685318,192,+,conserved protein of unknown function,Function unknown,PP_5593,
PP_5594,PP_5594,,3685377,3685574,198,+,conserved protein of unknown function,No COG annotation,PP_3254-PP_3253-PP_3252-PP_3251-PP_5594,
PP_3251,PP_3251,,3685593,3686924,1332,+,conserved protein of unknown function,Function unknown,PP_3254-PP_3253-PP_3252-PP_3251-PP_5594,
PP_3252,PP_3252,,3686927,3687877,951,+,"Modification methylase, HemK family","Translation, ribosomal structure and biogenesis",PP_3254-PP_3253-PP_3252-PP_3251-PP_5594,
PP_3253,PP_3253,,3687884,3688990,1107,+,Carboxylate-amine ligase PP_3253,Coenzyme transport and metabolism,PP_3254-PP_3253-PP_3252-PP_3251-PP_5594,
PP_3254,PP_3254,,3688981,3689634,654,+,putative Nucleosidase,Nucleotide transport and metabolism,PP_3254-PP_3253-PP_3252-PP_3251-PP_5594,
PP_3255,PP_3255,,3689720,3690541,822,+,non-homologous end joining protein,"Replication, recombination and repair",PP_3255,
PP_3256,PP_3256,,3690563,3691222,660,-,"Glycosyl transferase, group 2 family protein",Cell wall/membrane/envelope biogenesis,ligD-PP_3259-PP_3258-PP_3257-PP_3256,
PP_3257,PP_3257,,3691219,3691818,600,-,putative Methyltransferase,Coenzyme transport and metabolism,ligD-PP_3259-PP_3258-PP_3257-PP_3256,
PP_3258,PP_3258,,3691830,3692585,756,-,conserved protein of unknown function,"Secondary metabolites biosynthesis, transport, and catabolism",ligD-PP_3259-PP_3258-PP_3257-PP_3256,
PP_3259,PP_3259,,3692582,3693625,1044,-,Acyl-CoA dehydrogenase-related protein,Lipid transport and metabolism,ligD-PP_3259-PP_3258-PP_3257-PP_3256,
PP_3260,ligD,,3693666,3696167,2502,-,DNA ligase D,"Replication, recombination and repair",ligD-PP_3259-PP_3258-PP_3257-PP_3256,
PP_3261,PP_3261,,3696358,3696759,402,+,conserved protein of unknown function,No COG annotation,PP_3262-PP_3261,
PP_3262,PP_3262,,3696756,3696980,225,+,putative Metallothionein,Function unknown,PP_3262-PP_3261,
PP_5595,PP_5595,,3697072,3697488,417,-,conserved exported protein of unknown function,No COG annotation,PP_3266-ybhP-I-clsB-ybhN-PP_5595,
PP_3263,ybhN,,3697517,3698470,954,-,phospholipid modification enzyme,Function unknown,PP_3266-ybhP-I-clsB-ybhN-PP_5595,
PP_3264,clsB,,3698470,3699672,1203,-,cardiolipin synthase 2,Lipid transport and metabolism,PP_3266-ybhP-I-clsB-ybhN-PP_5595,
PP_3265,ybhP-I,,3699669,3700442,774,-,putative phosphohydrolase of unknown function,"Replication, recombination and repair",PP_3266-ybhP-I-clsB-ybhN-PP_5595,
PP_3266,PP_3266,,3700439,3701491,1053,-,conserved protein of unknown function,Function unknown,PP_3266-ybhP-I-clsB-ybhN-PP_5595,
PP_3267,PP_3267,,3701571,3702167,597,+,putative Clp protease,"Post-translational modification, protein turnover,and chaperones",PP_3267,
PP_3268,PP_3268,,3702169,3702567,399,-,MutT/nudix family protein,Nucleotide transport and metabolism,PP_3268,
PP_3269,PP_3269,,3702755,3703012,258,+,conserved protein of unknown function,Function unknown,PP_3269,
PP_5596,PP_5596,,3703177,3703446,270,+,conserved protein of unknown function,No COG annotation,PP_5596,
PP_5597,PP_5597,,3703525,3703695,171,-,conserved protein of unknown function,No COG annotation,PP_5597,
PP_3270,paaZ,,3703947,3706001,2055,-,"oxepin-CoA hydrolase/3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase",Energy production and conversion,PP_3273-actP-III-phaK-paaZ,
PP_3271,phaK,,3706039,3707292,1254,-,phenylacetic acid-specific porin,Cell wall/membrane/envelope biogenesis,PP_3273-actP-III-phaK-paaZ,
PP_3272,actP-III,,3707311,3708873,1563,-,acetate permease,Inorganic ion transport and metabolism,PP_3273-actP-III-phaK-paaZ,
PP_3273,PP_3273,,3708870,3709178,309,-,conserved protein of unknown function,Function unknown,PP_3273-actP-III-phaK-paaZ,
PP_3274,paaE,,3709320,3710396,1077,-,"ring 1,2-phenylacetyl-CoA epoxidase, reductase subunit",Energy production and conversion,paaF-paaG-paaH-paaI-paaJ-paaK-paaA-paaB-paaC-paaD-paaE,
PP_3275,paaD,,3710412,3710945,534,-,putative subunit of phenylacetate degradation enzyme,Function unknown,paaF-paaG-paaH-paaI-paaJ-paaK-paaA-paaB-paaC-paaD-paaE,
PP_3276,paaC,,3710932,3711690,759,-,"ring 1,2-phenylacetyl-CoA epoxidase beta subunit",Function unknown,paaF-paaG-paaH-paaI-paaJ-paaK-paaA-paaB-paaC-paaD-paaE,
PP_3277,paaB,,3711699,3711980,282,-,"ring 1,2-phenylacetyl-CoA epoxidase regulatory subunit","Secondary metabolites biosynthesis, transport, and catabolism",paaF-paaG-paaH-paaI-paaJ-paaK-paaA-paaB-paaC-paaD-paaE,
PP_3278,paaA,,3712006,3712995,990,-,"ring 1,2-phenylacetyl-CoA epoxidase alpha subunit",Function unknown,paaF-paaG-paaH-paaI-paaJ-paaK-paaA-paaB-paaC-paaD-paaE,
PP_3279,paaK,,3713194,3714513,1320,-,phenylacetate-CoA ligase,Coenzyme transport and metabolism,paaF-paaG-paaH-paaI-paaJ-paaK-paaA-paaB-paaC-paaD-paaE,
PP_3280,paaJ,,3714635,3715855,1221,-,"3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase",Lipid transport and metabolism,paaF-paaG-paaH-paaI-paaJ-paaK-paaA-paaB-paaC-paaD-paaE,
PP_3281,paaI,,3715848,3716288,441,-,hydroxyphenylacetyl-CoA thioesterase,"Secondary metabolites biosynthesis, transport, and catabolism",paaF-paaG-paaH-paaI-paaJ-paaK-paaA-paaB-paaC-paaD-paaE,
PP_3282,paaH,,3716281,3717798,1518,-,3-hydroxyadipyl-CoA dehydrogenase,Energy production and conversion,paaF-paaG-paaH-paaI-paaJ-paaK-paaA-paaB-paaC-paaD-paaE,
PP_3283,paaG,,3717801,3718592,792,-,"1,2-epoxyphenylacetyl-CoA isomerase",Lipid transport and metabolism,paaF-paaG-paaH-paaI-paaJ-paaK-paaA-paaB-paaC-paaD-paaE,
PP_3284,paaF,,3718627,3719400,774,-,enoyl-CoA hydratase-isomerase,Lipid transport and metabolism,paaF-paaG-paaH-paaI-paaJ-paaK-paaA-paaB-paaC-paaD-paaE,
PP_3285,paaY,,3719747,3720346,600,+,detoxifying thioesterase of the phenylacetate degradation pathway,Function unknown,paaY,
PP_3286,paaX,,3720424,3721347,924,+,DNA-binding transcriptional repressor PaaX(phenylacetyl-CoA),Transcription,paaX,
PP_3287,fnrC,,3721406,3722203,798,-,transcriptional regulator with 4Fe-4S cluster%3B Crp/Fnr family,Transcription,PP_5598-fnrC,
PP_5598,PP_5598,,3722206,3722454,249,-,conserved protein of unknown function,No COG annotation,PP_5598-fnrC,
PP_3288,PP_3288,,3722744,3723670,927,+,Universal stress protein family,Signal transduction mechanisms,PP_3288,
PP_3289,PP_3289,,3723700,3724248,549,-,"Acetyltransferase, GNAT family",Cell wall/membrane/envelope biogenesis,PP_3289,
PP_3290,PP_3290,,3724431,3725357,927,+,Universal stress protein family,Signal transduction mechanisms,PP_3291-PP_3290,
PP_3291,PP_3291,,3725348,3726715,1368,+,Metallo-beta-lactamase family protein,"Translation, ribosomal structure and biogenesis",PP_3291-PP_3290,
PP_3292,PP_3292,,3726788,3727432,645,+,conserved membrane protein of unknown function,No COG annotation,PP_3292,
PP_3293,PP_3293,,3727492,3727917,426,-,conserved membrane protein of unknown function,Inorganic ion transport and metabolism,PP_3293,
PP_3294,PP_3294,,3728130,3729020,891,+,Universal stress protein family,Signal transduction mechanisms,PP_3296-PP_3295-PP_3294,
PP_3295,PP_3295,,3729031,3729510,480,+,YeeE/YedE family protein,Amino acid transport and metabolism,PP_3296-PP_3295-PP_3294,
PP_3296,PP_3296,,3729512,3729946,435,+,putative transporter,Function unknown,PP_3296-PP_3295-PP_3294,
PP_3297,PP_3297,,3730175,3730705,531,+,conserved protein of unknown function,No COG annotation,PP_3297,
PP_3298,PP_3298,,3731103,3731606,504,+,CinA domain protein,Function unknown,PP_3298,
PP_3299,PP_3299,,3731777,3733240,1464,-,Outer membrane lipoprotein,Cell wall/membrane/envelope biogenesis,PP_3299,
PP_3300,PP_3300,,3733312,3733926,615,+,"Transcriptional regulator, tetR family",Transcription,PP_3300,
PP_3301,PP_3301,,3734004,3735107,1104,+,RND efflux membrane fusion protein,Cell wall/membrane/envelope biogenesis,PP_3302-PP_3301,
PP_3302,PP_3302,,3735104,3738196,3093,+,RND efflux transporter,Defense mechanisms,PP_3302-PP_3301,
PP_3303,PP_3303,,3738248,3739561,1314,+,3-oxoacyl-[acyl-carrier-protein] synthase 2,Lipid transport and metabolism,PP_3304-PP_3303,
PP_3304,PP_3304,,3739558,3740796,1239,+,"Multidrug resistance transporter, Bcr/CflA family",Amino acid transport and metabolism,PP_3304-PP_3303,
PP_3305,PP_3305,,3740949,3741932,984,-,"Membrane protein, TerC family",Inorganic ion transport and metabolism,PP_3305,
PP_3306,PP_3306,,3742345,3742551,207,-,conserved protein of unknown function,No COG annotation,PP_3306,
PP_3307,PP_3307,,3742701,3743081,381,+,conserved protein of unknown function,Function unknown,PP_3307,
PP_3308,paoA,,3743193,3743720,528,+,"promiscuous aromatic aldehyde dehydrogenase, 2Fe-2S subunit",Energy production and conversion,paoC-paoB-paoA,
PP_3309,paoB,,3743717,3744718,1002,+,"promiscuous aromatic aldehyde dehydrogenase, FAD-binding subunit",Energy production and conversion,paoC-paoB-paoA,
PP_3310,paoC,,3744715,3746931,2217,+,"promiscuous aromatic aldehyde dehydrogenase, molybdopterin-binding subunit",Energy production and conversion,paoC-paoB-paoA,
PP_3311,kefB-II,,3747015,3748760,1746,-,glutathione-regulated potassium/H+ antiporter,Inorganic ion transport and metabolism,kefB-II,
PP_3312,PP_3312,,3748955,3749344,390,-,putative Heat shock protein,"Post-translational modification, protein turnover,and chaperones",PP_3312,
PP_3313,PP_3313,,3749485,3749856,372,-,putative Heat shock protein,"Post-translational modification, protein turnover,and chaperones",PP_3314-PP_3313,
PP_3314,PP_3314,,3749884,3750339,456,-,"Heat shock protein, HSP20 family","Post-translational modification, protein turnover,and chaperones",PP_3314-PP_3313,
PP_3315,PP_3315,,3750529,3750999,471,-,conserved membrane protein of unknown function,Function unknown,PP_3315,
PP_3316,PP_3316,,3751060,3753882,2823,-,putative Chaperone-associated ATPase,"Post-translational modification, protein turnover,and chaperones",PP_3316,
PP_3317,PP_3317,,3753936,3754061,126,-,conserved protein of unknown function,No COG annotation,PP_3318-PP_3317,
PP_3318,PP_3318,,3754048,3754290,243,-,conserved protein of unknown function,No COG annotation,PP_3318-PP_3317,
PP_3319,PP_3319,,3754560,3756761,2202,+,Sensory box protein/GGDEF domain protein,Signal transduction mechanisms,PP_3319,
PP_3320,PP_3320,,3756947,3757114,168,-,conserved protein of unknown function,Amino acid transport and metabolism,PP_3320,
PP_3321,PP_3321,,3757179,3757691,513,+,conserved protein of unknown function,Function unknown,hemBB-PP_3321,
PP_3322,hemBB,,3757688,3758689,1002,+,porphobilinogen synthase (delta-aminolevulinic acid dehydratase),Coenzyme transport and metabolism,hemBB-PP_3321,
PP_3323,PP_3323,,3758736,3759347,612,+,CobW/P47K family protein,Function unknown,folEB-PP_3323,
PP_3324,folEB,,3759368,3760342,975,+,GTP cyclohydrolase I,Nucleotide transport and metabolism,folEB-PP_3323,
PP_3325,PP_3325,,3760653,3762743,2091,+,putative Outer membrane ferric siderophore receptor,Cell wall/membrane/envelope biogenesis,PP_3326-PP_3325,
PP_3326,PP_3326,,3762758,3763480,723,+,conserved exported protein of unknown function,Inorganic ion transport and metabolism,PP_3326-PP_3325,
PP_3328,PP_3328,,3765155,3765568,414,-,putative Ring-cleaving dioxygenase,Function unknown,PP_3328,
PP_5599,PP_5599,,3765670,3766542,873,+,"putative transcriptional regulator, LysR family",Transcription,PP_3329-PP_5599,
PP_3329,PP_3329,,3766568,3767857,1290,+,conserved membrane protein of unknown function,Function unknown,PP_3329-PP_5599,
PP_5600,PP_5600,,3767986,3768375,390,+,conserved protein of unknown function,No COG annotation,PP_3331-PP_3330-PP_5600,
PP_3330,PP_3330,,3768414,3770600,2187,+,putative Outer membrane ferric siderophore receptor,Cell wall/membrane/envelope biogenesis,PP_3331-PP_3330-PP_5600,
PP_3331,PP_3331,,3770588,3772081,1494,+,conserved membrane protein of unknown function,Function unknown,PP_3331-PP_3330-PP_5600,
PP_3332,PP_3332,,3772388,3772678,291,+,putative cytochrome c-type protein,Energy production and conversion,PP_3332,
PP_3333,PP_3333,,3772806,3773186,381,+,conserved protein of unknown function,Function unknown,PP_3333,
PP_5743,PP_5743,,3773298,3774305,1008,+,putative TonB-dependent receptor protein,Coenzyme transport and metabolism,PP_5743,
PP_3335,PP_3335,,3774371,3774973,603,-,conserved protein of unknown function,No COG annotation,PP_3335,
PP_3336,PP_3336,,3775024,3775476,453,-,conserved protein of unknown function,No COG annotation,PP_3336,
PP_3337,PP_3337,,3775580,3775975,396,-,conserved membrane protein of unknown function,Function unknown,PP_3337,
PP_3338,PP_3338,,3775956,3776318,363,+,putative cytochrome bd-type quinol oxidase,Energy production and conversion,PP_3338,
PP_3339,PP_3339,,3776461,3776868,408,+,conserved exported protein of unknown function,Function unknown,PP_3339,
PP_3340,PP_3340,,3776947,3778998,2052,+,putative TonB-dependent receptor,Coenzyme transport and metabolism,PP_3340,
PP_3341,nikR,,3779046,3779462,417,-,nickel-responsive regulator,Transcription,nikR,
PP_3342,nikA,,3779550,3781124,1575,+,nickel ABC transporter periplasmic binding protein,Amino acid transport and metabolism,nikE-nikD-nikC-nikB-nikA,
PP_3343,nikB,,3781126,3782067,942,+,nickel ABC transporter permease subunit,Amino acid transport and metabolism,nikE-nikD-nikC-nikB-nikA,
PP_3344,nikC,,3782064,3782909,846,+,nickel ABC transporter permease subunit,Inorganic ion transport and metabolism,nikE-nikD-nikC-nikB-nikA,
PP_3345,nikD,,3782910,3783680,771,+,nickel ABC transporter ATP-binding subunit,Inorganic ion transport and metabolism,nikE-nikD-nikC-nikB-nikA,
PP_3346,nikE,,3783677,3784498,822,+,Nickel transporter ATP-binding protein,Inorganic ion transport and metabolism,nikE-nikD-nikC-nikB-nikA,
PP_3348,PP_3348,,3784806,3785951,1146,+,GGDEF domain protein,Signal transduction mechanisms,PP_3348,
PP_3349,mhpT,,3785967,3787208,1242,-,3-hydroxyphenylpropionate / 3-hydroxycinnamate:H+ symporter,Amino acid transport and metabolism,PP_3350-mhpT,
PP_3350,PP_3350,,3787243,3788634,1392,-,conserved exported protein of unknown function,Cell wall/membrane/envelope biogenesis,PP_3350-mhpT,
PP_3352,atsA,,3788896,3790560,1665,+,Arylsulfatase,Inorganic ion transport and metabolism,PP_3353-atsA,
PP_3353,PP_3353,,3790557,3791582,1026,+,putative sulfatase-modifying factor (C-alpha-formyglycine- generating enzyme),Function unknown,PP_3353-atsA,
PP_3354,PP_3354,,3791563,3793317,1755,-,"putative Acyl-CoA dehydrogenase, ferrulic acid biotransformation protein",Energy production and conversion,PP_3355-PP_3354,
PP_3355,PP_3355,,3793332,3794522,1191,-,Beta-ketothiolase,Lipid transport and metabolism,PP_3355-PP_3354,
PP_3356,fcs,,3794570,3796453,1884,-,feruloyl-CoA-synthetase,Lipid transport and metabolism,PP_3358-vdh-fcs,
PP_3357,vdh,,3796545,3797993,1449,-,vanillin dehydrogenase,Energy production and conversion,PP_3358-vdh-fcs,
PP_3358,PP_3358,,3798069,3798899,831,-,hydroxycinnamoyl-CoA hydratase-lyase,Lipid transport and metabolism,PP_3358-vdh-fcs,
PP_3359,PP_3359,,3799097,3799567,471,+,putative Hydroxycinnamic acid degradation regulator,Transcription,PP_3359,
PP_3360,PP_3360,,3799666,3800790,1125,+,conserved membrane protein of unknown function,Cell wall/membrane/envelope biogenesis,PP_3360,
PP_3361,PP_3361,,3800869,3803916,3048,-,putative aminotransferase,Coenzyme transport and metabolism,PP_3361,
PP_3362,PP_3362,,3804060,3804500,441,+,"Transcriptional regulator, AsnC family",Transcription,PP_3362,
PP_3363,PP_3363,,3804541,3805158,618,-,putative thymidylate kinase,Nucleotide transport and metabolism,PP_3363,
PP_3364,PP_3364,,3805385,3807928,2544,+,Response regulator,Signal transduction mechanisms,PP_3364,
PP_3365,PP_3365,,3808055,3809698,1644,-,Acetolactate synthase,Amino acid transport and metabolism,PP_3365,
PP_3366,PP_3366,,3809884,3810765,882,+,"Transcriptional regulator, LysR family",Transcription,PP_3366,
PP_3367,PP_3367,,3810750,3811409,660,-,conserved protein of unknown function,Function unknown,PP_3367,
PP_3368,PP_3368,,3811677,3812861,1185,+,Major facilitator family transporter,Amino acid transport and metabolism,PP_3368,
PP_3369,PP_3369,,3812924,3813775,852,+,"Transcriptional regulator, LysR family",Transcription,PP_3369,
PP_3370,yajO,,3813872,3814867,996,+,2-carboxybenzaldehyde reductase,Energy production and conversion,yajO,
PP_3371,PP_3371,,3814860,3816119,1260,-,Sensor histidine kinase,Signal transduction mechanisms,cpxR-PP_3371,
PP_3372,cpxR,,3816119,3816820,702,-,CpxR-Pasp DNA-binding transcriptional two-component system regulator,Transcription,cpxR-PP_3371,
PP_3373,bamA-II,,3817018,3819381,2364,+,outer membrane protein assembly factor,Cell wall/membrane/envelope biogenesis,bamA-II,
PP_3374,PP_3374,,3819512,3819895,384,+,conserved protein of unknown function,No COG annotation,endA-PP_3374,
PP_3375,endA,,3819910,3820875,966,+,endonuclease I,Cell wall/membrane/envelope biogenesis,endA-PP_3374,
PP_3376,ptxD,,3820918,3821880,963,-,putative phosphonate dehydrogenase,Energy production and conversion,ptxD,
PP_3377,kguT,,3821891,3823183,1293,-,"2-ketogluconate transporter, putative",Carbohydrate transport and metabolism,kguT-kguD,
PP_3378,kguK,,3823239,3824189,951,-,putative 2-ketogluconokinase,Carbohydrate transport and metabolism,ptxS-kguE-kguK,
PP_3379,kguE,,3824182,3824961,780,-,putative epimerase,Carbohydrate transport and metabolism,ptxS-kguE-kguK,
PP_3380,ptxS,,3825026,3826045,1020,-,2-ketogluconate utilization repressor,Transcription,ptxS-kguE-kguK,
PP_3381,PP_3381,,3826648,3827976,1329,-,transposase,"Replication, recombination and repair",PP_3381,
PP_3382,PP_3382,,3828335,3829588,1254,-,gluconate 2-dehydrogenase cytochrome c subunit,Energy production and conversion,PP_3384-PP_3383-PP_3382,
PP_3383,PP_3383,,3829595,3831379,1785,-,gluconate 2-dehydrogenase flavoprotein subunit,Amino acid transport and metabolism,PP_3384-PP_3383-PP_3382,
PP_3384,PP_3384,,3831383,3832123,741,-,gluconate 2-dehydrogenase gamma subunit,Function unknown,PP_3384-PP_3383-PP_3382,
PP_3385,PP_3385,,3832474,3833322,849,+,conserved protein of unknown function,Cell motility,PP_3389-PP_3388-PP_3387-vgrG-II-PP_3385,
PP_3386,vgrG-II,,3833336,3835513,2178,+,type 6 secretion system protein,"Intracellular trafficking, secretion, and vesicular transport",PP_3389-PP_3388-PP_3387-vgrG-II-PP_3385,
PP_3387,PP_3387,,3835513,3836391,879,+,protein of unknown function,Function unknown,PP_3389-PP_3388-PP_3387-vgrG-II-PP_3385,
PP_3388,PP_3388,,3836406,3839078,2673,+,conserved protein of unknown function,Function unknown,PP_3389-PP_3388-PP_3387-vgrG-II-PP_3385,
PP_3389,PP_3389,,3839078,3840235,1158,+,conserved membrane protein of unknown function,No COG annotation,PP_3389-PP_3388-PP_3387-vgrG-II-PP_3385,
PP_3390,PP_3390,,3840238,3841518,1281,-,putative Porin,Function unknown,PP_3390,
