,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon,regulator
PP_3427,oprN,AE015451.2,,3881342.0,3882757.0,+,Multidrug efflux RND outer membrane protein OprN,Cell wall/membrane/envelope biogenesis,,Op2220,
PP_3428,PP_3428,AE015451.2,,3882982.0,3884037.0,+,conserved protein of unknown function containing tetratricopeptide repeat domain,Energy production and conversion,,Op2221,
PP_3429,PP_3429,AE015451.2,,3884116.0,3885732.0,+,Response regulator/sensor histidine kinase,Signal transduction mechanisms,,Op2222,
PP_3430,PP_3430,AE015451.2,,3885739.0,3887856.0,-,Sensory box histidine kinase/response regulator,Signal transduction mechanisms,,Op2223,TurA
PP_3431,PP_3431,AE015451.2,,3887996.0,3888682.0,+,ThiJ/PfpI family protein,Function unknown,,Op2224,
PP_3432,PP_3432,AE015451.2,,3888812.0,3889618.0,+,conserved exported protein of unknown function,Signal transduction mechanisms,,Op2225,
PP_3433,hpd,AE015451.2,,3889642.0,3890718.0,-,4-hydroxyphenylpyruvate dioxygenase,Energy production and conversion,,Op2226,
PP_3434,PP_3434,AE015451.2,,3890745.0,3890852.0,-,conserved protein of unknown function,No COG annotation,,Op2226,
PP_3435,PP_3435,AE015451.2,,3891017.0,3892603.0,+,conserved protein of unknown function,Signal transduction mechanisms,,Op2227,
PP_3436,rarD,AE015451.2,,3892637.0,3893524.0,+,chloramphenicol-sensitive protein,Function unknown,,Op2227,
PP_3437,yegH,AE015451.2,,3893487.0,3895058.0,-,putative transporter,Inorganic ion transport and metabolism,,Op2228,AmrZ
PP_3438,PP_3438,AE015451.2,,3895350.0,3895931.0,+,conserved membrane protein of unknown function,Amino acid transport and metabolism,,Op2229,
PP_3439,PP_3439,AE015451.2,,3895896.0,3896744.0,-,Transcriptional regulator%2C AraC family,Transcription,,Op2230,
PP_3440,PP_3440,AE015451.2,,3896792.0,3897910.0,-,conserved protein of unknown function,Function unknown,,Op2231,
PP_3441,PP_3441,AE015451.2,,3897984.0,3899138.0,-,conserved protein of unknown function,No COG annotation,,Op2232,CbrB
PP_3442,PP_3442,AE015451.2,,3899427.0,3899594.0,-,conserved protein of unknown function,No COG annotation,,Op2233,
PP_3443,PP_3443,AE015451.2,,3899593.0,3901212.0,+,putative glyceraldehyde-3-phosphate dehydrogenase,Energy production and conversion,,Op2234,TurA
PP_3444,PP_3444,AE015451.2,,3901323.0,3901802.0,+,Glyoxalase family protein,Function unknown,,Op2235,TurA
PP_3445,PP_3445,AE015451.2,,3901827.0,3903035.0,+,conserved protein of unknown function,No COG annotation,,Op2235,
PP_3446,ilvA-I,AE015451.2,,3903150.0,3904742.0,-,threonine deaminase,Amino acid transport and metabolism,,Op2236,
PP_3447,PP_3447,AE015451.2,,3904892.0,3905323.0,-,conserved membrane protein of unknown function,Function unknown,,Op2237,
PP_3448,nfrB,AE015451.2,,3905516.0,3907690.0,+,bacteriophage N4 receptor%2C inner membrane subunit,Cell wall/membrane/envelope biogenesis,,Op2238,
PP_3449,PP_3449,AE015451.2,,3907687.0,3908118.0,+,conserved exported protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op2238,
PP_3450,PP_3450,AE015451.2,,3908052.0,3910691.0,+,conserved protein of unknown function containing TPR repeat,Cell wall/membrane/envelope biogenesis,,Op2238,
PP_3451,PP_3451,AE015451.2,,3910691.0,3911530.0,+,conserved exported protein of unknown function,Function unknown,,Op2238,
PP_3452,PP_3452,AE015451.2,,3911655.0,3912746.0,+,GGDEF domain protein,Signal transduction mechanisms,,Op2239,
PP_3453,PP_3453,AE015451.2,,3912777.0,3914078.0,-,putative Sensor protein RstB,Signal transduction mechanisms,,Op2240,
PP_3454,PP_3454,AE015451.2,,3914085.0,3914786.0,-,putative transcriptional regulatory protein,Transcription,,Op2240,
PP_3455,PP_3455,AE015451.2,,3915032.0,3916207.0,+,Multidrug efflux RND membrane fusion protein,Cell wall/membrane/envelope biogenesis,,Op2241,
PP_3456,mexB,AE015451.2,,3916219.0,3919347.0,+,Multidrug resistance protein MexB,Inorganic ion transport and metabolism,,Op2241,TurA
PP_3457,mobA,AE015451.2,,3919409.0,3919984.0,+,Molybdenum cofactor guanylyltransferase,Nucleotide transport and metabolism,,Op2242,
PP_3458,acs,AE015451.2,,3920077.0,3921765.0,-,Butyrate--CoA ligase,Lipid transport and metabolism,,Op2243,
PP_3459,peaD,AE015451.2,,3921905.0,3923044.0,-,quinohemoprotein amine dehydrogenase%2C beta subunit,Function unknown,,Op2244,AmrZ
PP_3460,peaC,AE015451.2,,3923058.0,3923381.0,-,quinohemoprotein amine dehydrogenase%2C gamma subunit,Energy production and conversion,,Op2244,AmrZ
PP_3461,peaB,AE015451.2,,3923383.0,3924813.0,-,quinohemoprotein amine dehydrogenase modification protein,Energy production and conversion,,Op2244,AmrZ
PP_5602,peaA,AE015451.2,,3924862.0,3926490.0,-,quinohaemoprotein amine dehydrogenase%2C alpha subunit,Energy production and conversion,,Op2244,AmrZ
PP_3463,peaE,AE015451.2,,3926831.0,3928324.0,+,phenylacetaldehyde dehydrogenase,Energy production and conversion,,Op2245,
PP_3464,PP_3464,AE015451.2,,3928464.0,3929777.0,+,conserved exported protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op2246,
PP_5603,PP_5603,AE015451.2,,3929815.0,3931107.0,-,putative FAD dependent oxidoreductase,Energy production and conversion,,Op2247,
PP_5604,PP_5604,AE015451.2,,3931100.0,3931777.0,-,putative subtilisin-like serine protease,"Post-translational modification, protein turnover, and chaperones",,Op2247,
PP_3466,PP_3466,AE015451.2,,3931767.0,3933476.0,-,putative ABC efflux transporter%2C permease/ATP-binding protein,Inorganic ion transport and metabolism,,Op2247,
PP_3467,PP_3467,AE015451.2,,3933502.0,3935412.0,-,Sigma-54 dependent transcriptional regulator,Transcription,,Op2247,
PP_3468,PP_3468,AE015451.2,,3935690.0,3936004.0,-,conserved protein of unknown function,No COG annotation,,Op2248,
PP_3469,PP_3469,AE015451.2,,3936215.0,3937183.0,+,conserved protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op2249,
PP_3471,PP_3471,AE015451.2,,3937999.0,3938796.0,+,conserved protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op2250,TurA
PP_3472,csgG,AE015451.2,,3938978.0,3939826.0,-,curli secretion and assembly complex lipoprotein / curli secretion channel,Cell wall/membrane/envelope biogenesis,,Op2251,
PP_3473,csgF,AE015451.2,,3939861.0,3940274.0,-,curli secretion and assembly outer membrane associated component,Function unknown,,Op2251,
PP_3474,PP_3474,AE015451.2,,3940271.0,3940672.0,-,putative Curli fiber protein CsgE,Function unknown,,Op2251,
PP_3475,PP_3475,AE015451.2,,3940669.0,3941199.0,-,putative type II secretory pathway%2C pseudopilin pulG-related signal peptide protein,Cell motility,,Op2251,
PP_3476,PP_3476,AE015451.2,,3941171.0,3941557.0,-,Type II secretion system protein G,"Intracellular trafficking, secretion, and vesicular transport",,Op2252,TurB
PP_3477,PP_3477,AE015451.2,,3941551.0,3942030.0,-,Putative secretion type II protein related to protein G,Cell motility,,Op2252,
PP_3478,PP_3478,AE015451.2,,3942027.0,3943892.0,-,putative Secretion protein,Energy production and conversion,,Op2252,
PP_5605,PP_5605,AE015451.2,,3943889.0,3944395.0,-,conserved exported protein of unknown function,No COG annotation,,Op2252,
PP_3480,PP_3480,AE015451.2,,3944395.0,3944958.0,-,conserved protein of unknown function,Cell motility,,Op2252,
PP_3481,PP_3481,AE015451.2,,3944945.0,3945487.0,-,conserved exported protein of unknown function,No COG annotation,,Op2252,
PP_3482,PP_3482,AE015451.2,,3945489.0,3946298.0,-,conserved protein of unknown function,No COG annotation,,Op2252,
PP_3483,PP_3483,AE015451.2,,3946252.0,3948048.0,-,putative Type II secretion system protein,Cell motility,,Op2252,
PP_3484,PP_3484,AE015451.2,,3948109.0,3948639.0,-,Response regulator receiver protein,Signal transduction mechanisms,,Op2253,TurA
PP_3485,PP_3485,AE015451.2,,3948892.0,3949533.0,-,conserved exported protein of unknown function,"Post-translational modification, protein turnover, and chaperones",,Op2254,
PP_3486,PP_3486,AE015451.2,,3949546.0,3951036.0,-,putative cytochrome c,Energy production and conversion,,Op2254,TurA
PP_3487,PP_3487,AE015451.2,,3951231.0,3951896.0,-,conserved exported protein of unknown function,Function unknown,,Op2255,
PP_3488,PP_3488,AE015451.2,,3951893.0,3952549.0,-,Sco1/SenC family protein,Function unknown,,Op2255,
PP_5606,PP_5606,AE015451.2,,3952546.0,3954522.0,-,conserved exported protein of unknown function with YVTN beta-propeller repeat,Energy production and conversion,,Op2255,
PP_3490,mnxG,AE015451.2,,3954541.0,3960384.0,-,manganese-oxidizing multicopper oxidase,"Secondary metabolites biosynthesis, transport, and catabolism",,Op2255,
PP_3491,PP_3491,AE015451.2,,3960713.0,3961786.0,+,Enoly-coenzyme A hydratase/isomerase family protein,Lipid transport and metabolism,,Op2256,
PP_3492,PP_3492,AE015451.2,,3961803.0,3962954.0,+,short-chain acyl-CoA dehydrogenase,Energy production and conversion,,Op2256,
PP_3493,PP_3493,AE015451.2,,3963071.0,3964003.0,-,Transcriptional regulator%2C LysR family,Transcription,,Op2257,
PP_3494,PP_3494,AE015451.2,,3964123.0,3964383.0,+,conserved exported protein of unknown function,Function unknown,,Op2258,
PP_3495,trmK,AE015451.2,,3964385.0,3965077.0,-,tRNA (adenine(22)-N(1))-methyltransferase,Function unknown,,Op2259,
PP_3496,PP_3496,AE015451.2,,3965196.0,3965594.0,+,Endoribonuclease L-PSP,"Translation, ribosomal structure and biogenesis",,Op2260,
PP_3497,ydcP,AE015451.2,,3965808.0,3967808.0,+,putative peptidase,"Post-translational modification, protein turnover, and chaperones",,Op2261,
PP_3498,PP_3498,AE015451.2,,3967873.0,3969051.0,+,transposase,"Replication, recombination and repair",,Op2262,
PP_3499,PP_3499,AE015451.2,,3969366.0,3969686.0,+,transposase,"Replication, recombination and repair",,Op2263,
PP_3500,PP_3500,AE015451.2,,3969683.0,3970018.0,+,transposase,"Replication, recombination and repair",,Op2263,
PP_3501,PP_3501,AE015451.2,,3970082.0,3971617.0,+,transposase,Function unknown,,Op2264,
PP_3502,PP_3502,AE015451.2,,3971997.0,3972962.0,+,transposase,"Replication, recombination and repair",,Op2265,
PP_3503,PP_3503,AE015451.2,,3973147.0,3974472.0,-,Sigma-54 dependent transcriptional regulator,Signal transduction mechanisms,,Op2266,FleQ
PP_3504,PP_3504,AE015451.2,,3974813.0,3975079.0,+,conserved protein of unknown function,No COG annotation,,Op2267,FleQ
PP_3505,PP_3505,AE015451.2,,3975186.0,3975776.0,-,conserved protein of unknown function,Coenzyme transport and metabolism,,Op2268,
PP_3506,PP_3506,AE015451.2,,3975854.0,3976867.0,-,Magnesium chelatase%2C subunit ChII,Coenzyme transport and metabolism,,Op2269,
PP_3507,cobN,AE015451.2,,3976869.0,3980630.0,-,Aerobic cobaltochelatase subunit CobN,Coenzyme transport and metabolism,,Op2269,TurA
PP_3508,cobW,AE015451.2,,3980634.0,3981701.0,-,Protein CobW,Function unknown,,Op2269,TurA
PP_3509,PP_3509,AE015451.2,,3982108.0,3982485.0,+,Glyoxalase family protein,Amino acid transport and metabolism,,Op2270,
PP_3510,PP_3510,AE015451.2,,3982482.0,3982841.0,+,conserved protein of unknown function,No COG annotation,,Op2270,
PP_3511,ilvE,AE015451.2,,3982987.0,3984006.0,+,Branched-chain-amino-acid aminotransferase,Amino acid transport and metabolism,,Op2271,
PP_3512,PP_3512,AE015451.2,,3984196.0,3984636.0,-,conserved membrane protein of unknown function,Function unknown,,Op2272,
PP_3513,PP_3513,AE015451.2,,3984717.0,3985571.0,+,Transcriptional regulator%2C LysR family,Transcription,,Op2273,
PP_3514,oplB,AE015451.2,,3985724.0,3987469.0,+,5-oxoprolinase B,Amino acid transport and metabolism,,Op2274,
PP_3515,oplA,AE015451.2,,3987483.0,3989567.0,+,5-oxoprolinase A,Amino acid transport and metabolism,,Op2274,
PP_3516,PP_3516,AE015451.2,,3989716.0,3990672.0,+,Transcriptional regulator%2C AraC family,Transcription,,Op2275,
PP_3517,PP_3517,AE015451.2,,3990733.0,3991626.0,-,conserved exported protein of unknown function,Cell motility,,Op2276,
PP_3518,PP_3518,AE015451.2,,3991623.0,3993068.0,-,conserved exported protein of unknown function,Function unknown,,Op2276,
PP_3519,PP_3519,AE015451.2,,3993314.0,3993565.0,+,putative Lipoprotein,No COG annotation,,Op2277,
PP_3520,PP_3520,AE015451.2,,3993647.0,3994366.0,+,conserved exported protein of unknown function,Function unknown,,Op2278,AlgR
PP_3521,PP_3521,AE015451.2,,3994363.0,3995235.0,-,conserved membrane protein of unknown function,Amino acid transport and metabolism,,Op2279,
PP_3522,PP_3522,AE015451.2,,3995385.0,3995807.0,-,conserved protein of unknown function,"Translation, ribosomal structure and biogenesis",,Op2280,SoxR
PP_3523,PP_3523,AE015451.2,,3995966.0,3996322.0,+,conserved protein of unknown function,No COG annotation,,Op2281,
PP_3524,PP_3524,AE015451.2,,3996367.0,3996699.0,-,conserved protein of unknown function,Function unknown,,Op2282,
PP_3525,PP_3525,AE015451.2,,3996683.0,3997162.0,-,conserved exported protein of unknown function,No COG annotation,,Op2282,
PP_3526,PP_3526,AE015451.2,,3997315.0,3998322.0,+,Transcriptional regulator%2C AraC family,Transcription,,Op2283,
PP_3527,PP_3527,AE015451.2,,3998361.0,3999044.0,-,Transcriptional regulator%2C TetR family,Transcription,,Op2284,
PP_3528,PP_3528,AE015451.2,,3999316.0,4000302.0,+,putative ABC transporter%2C periplasmic substrate-binding protein,Inorganic ion transport and metabolism,,Op2285,
PP_3529,dmoA-II,AE015451.2,,4000319.0,4001683.0,+,dimethyl-sulfide monooxygenase,Energy production and conversion,,Op2285,
PP_3530,allE,AE015451.2,,4001817.0,4002653.0,+,putative S-ureidoglycine aminohydrolase,Function unknown,,Op2286,"TurA,GacA"
PP_3531,PP_3531,AE015451.2,,4002743.0,4003342.0,+,conserved exported protein of unknown function,Function unknown,,Op2287,AmrZ
PP_3532,PP_3532,AE015451.2,,4003425.0,4003847.0,-,Transcriptional regulator%2C AsnC family,Transcription,,Op2288,
PP_3533,PP_3533,AE015451.2,,4004035.0,4005087.0,+,putative ornithine cyclodeaminase,Amino acid transport and metabolism,,Op2289,
PP_3534,PP_3534,AE015451.2,,4005159.0,4006040.0,-,Transcriptional regulator%2C LysR family,Transcription,,Op2290,AlgR
PP_3535,PP_3535,AE015451.2,,4006085.0,4007875.0,-,putative gamma-glutamyltransferase,Cell wall/membrane/envelope biogenesis,,Op2291,TurA
PP_3536,PP_3536,AE015451.2,,4008082.0,4009170.0,-,conserved protein of unknown function,No COG annotation,,Op2292,TurA
PP_3537,pobA,AE015451.2,,4009432.0,4010619.0,-,p-hydroxybenzoate hydroxylase,Energy production and conversion,,Op2293,"PcaR,PobR,AmrZ,Crc"
PP_3538,pobR,AE015451.2,,4010793.0,4011671.0,+,transcriptional regulator,Transcription,,Op2294,
PP_3539,liuR,AE015451.2,,4011747.0,4012145.0,+,putative Transcriptional regulator,Transcription,,Op2295,LiuR
PP_3540,mvaB,AE015451.2,,4012165.0,4013064.0,+,Hydroxymethylglutaryl-CoA lyase,Amino acid transport and metabolism,,Op2295,"AlgR,LiuR,GacA"
PP_3541,PP_3541,AE015451.2,,4013597.0,4014115.0,-,Transporter%2C MgtC family,Function unknown,,Op2296,
PP_3542,PP_3542,AE015451.2,,4014284.0,4014523.0,+,conserved protein of unknown function,Function unknown,,Op2297,
PP_3543,PP_3543,AE015451.2,,4014645.0,4016048.0,+,Iron-sulfur cluster-binding protein,Energy production and conversion,,Op2298,YdcR
PP_3544,PP_3544,AE015451.2,,4016099.0,4017508.0,+,Transcriptional regulator%2C GntR family,Transcription,,Op2299,YdcR
PP_3545,PP_3545,AE015451.2,,4017566.0,4019227.0,+,Sensory box histidine kinase/response regulator,Signal transduction mechanisms,,Op2300,
PP_3546,PP_3546,AE015451.2,,4019290.0,4021356.0,+,Sensory box histidine kinase/response regulator,Signal transduction mechanisms,,Op2301,
PP_3547,PP_3547,AE015451.2,,4021364.0,4022305.0,-,putative NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain,Lipid transport and metabolism,,Op2302,FleQ
PP_3548,emrB,AE015451.2,,4022973.0,4024508.0,-,multidrug efflux transport system - permease subunit,Amino acid transport and metabolism,,Op2303,
PP_3549,emrA,AE015451.2,,4024505.0,4025698.0,-,multidrug efflux transport system - membrane fusion protein,Defense mechanisms,,Op2303,GacA
PP_3550,PP_3550,AE015451.2,,4025729.0,4026202.0,-,putative Transcriptional regulator EmrR,Transcription,,Op2303,
PP_3551,PP_3551,AE015451.2,,4026381.0,4027013.0,-,DNA-binding response regulator%2C LuxR family,Transcription,,Op2304,
PP_3552,PP_3552,AE015451.2,,4027023.0,4028429.0,-,Sensory box histidine kinase,Signal transduction mechanisms,,Op2304,
PP_3553,PP_3553,AE015451.2,,4028623.0,4030245.0,+,AMP-binding domain protein,Lipid transport and metabolism,,Op2305,
PP_3554,PP_3554,AE015451.2,,4030338.0,4032107.0,+,Acyl-CoA dehydrogenase family protein,Energy production and conversion,,Op2306,
PP_3555,PP_3555,AE015451.2,,4032363.0,4033370.0,+,putative Transmembrane sensor,Inorganic ion transport and metabolism,,Op2307,
PP_3556,PP_3556,AE015451.2,,4033384.0,4034703.0,-,conserved membrane protein of unknown function,Function unknown,,Op2308,
PP_3557,PP_3557,AE015451.2,,4034950.0,4037094.0,+,Methyl-accepting chemotaxis transducer,Cell motility,,Op2309,
PP_3558,PP_3558,AE015451.2,,4037189.0,4038205.0,+,putative Amino acid transporter%2C periplasmic amino acid-binding protein,Amino acid transport and metabolism,,Op2310,
PP_3559,PP_3559,AE015451.2,,4038202.0,4039050.0,+,glycine betaine ABC transporter (permease),Inorganic ion transport and metabolism,,Op2310,
PP_3560,PP_3560,AE015451.2,,4039144.0,4040007.0,+,Transcriptional regulator%2C LysR family,Transcription,,Op2311,
PP_3561,PP_3561,AE015451.2,,4040113.0,4041060.0,+,conserved membrane protein of unknown function,Function unknown,,Op2312,
PP_3562,PP_3562,AE015451.2,,4041053.0,4041706.0,+,conserved exported protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op2312,
PP_3563,PP_3563,AE015451.2,,4041913.0,4042764.0,+,conserved exported protein of unknown function,Function unknown,,Op2313,GacA
PP_3564,PP_3564,AE015451.2,,4042766.0,4043743.0,-,Transcriptional regulator%2C AraC family,Transcription,,Op2314,
PP_3565,PP_3565,AE015451.2,,4043848.0,4044459.0,+,Transporter%2C LysE family,Amino acid transport and metabolism,,Op2315,
PP_3566,PP_3566,AE015451.2,,4044508.0,4045707.0,-,Major facilitator family transporter,Amino acid transport and metabolism,,Op2316,
PP_3567,PP_3567,AE015451.2,,4045814.0,4046719.0,-,Transcriptional regulator%2C LysR family,Transcription,,Op2317,
PP_3568,PP_3568,AE015451.2,,4046837.0,4047187.0,+,conserved protein of unknown function,Carbohydrate transport and metabolism,,Op2318,
PP_3569,quiA,AE015451.2,,4047450.0,4049867.0,+,quinate dehydrogenase (quinone),Carbohydrate transport and metabolism,,Op2319,FleQ
PP_3570,oprB-III,AE015451.2,,4049968.0,4051236.0,+,carbohydrate-selective porin,Cell wall/membrane/envelope biogenesis,,Op2320,
PP_3571,PP_3571,AE015451.2,,4051279.0,4052454.0,-,putative Acetylornithine deacetylase,Amino acid transport and metabolism,,Op2321,GacA
PP_3572,PP_3572,AE015451.2,,4052432.0,4053109.0,-,conserved protein of unknown function,Function unknown,,Op2322,
PP_3573,PP_3573,AE015451.2,,4053427.0,4054746.0,+,putative Monooxygenase,Inorganic ion transport and metabolism,,Op2323,
