locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
PP_2962,PP_2962,AE015451.2,,3365333,3366334,+,Alcohol dehydrogenase%2C zinc-containing,Energy production and conversion,,Op1923
PP_2964,PP_2964,AE015451.2,,3366695,3369709,+,putative transposase,"Replication, recombination and repair",,Op1924
PP_2965,tnpC,AE015451.2,,3369718,3370080,+,putative tnpA repressor TnpC,No COG annotation,,Op1924
PP_2968,PP_2968,AE015451.2,,3370641,3371774,-,putative nickel/cobalt transporter%2C high-affinity,"Intracellular trafficking, secretion, and vesicular transport",,Op1925
PP_2969,csoR,AE015451.2,,3371785,3372072,-,putative repressor of copper utilisation proteins,Function unknown,,Op1925
PP_2970,PP_2970,AE015451.2,,3372191,3372550,+,conserved exported protein of unknown function,No COG annotation,,Op1926
PP_2971,PP_2971,AE015451.2,,3372842,3373879,-,transposase,"Replication, recombination and repair",,Op1927
PP_2972,PP_2972,AE015451.2,,3373715,3374014,+,conserved protein of unknown function,No COG annotation,,Op1928
PP_2973,dgkA-II,AE015451.2,,3374053,3374406,+,diacylglycerol kinase,Cell wall/membrane/envelope biogenesis,,Op1928
PP_2974,PP_2974,AE015451.2,,3374441,3376093,+,putative sulfatase,Cell wall/membrane/envelope biogenesis,,Op1928
PP_2975,PP_2975,AE015451.2,,3376159,3376425,+,Insertion element ISR1 uncharacterized 10 kDa protein A3,"Replication, recombination and repair",,Op1929
PP_2976,PP_2976,AE015451.2,,3376573,3376884,+,putative transposase,"Replication, recombination and repair",,Op1930
PP_2977,tnpB,AE015451.2,,3376881,3377786,+,Tn4652%2C transposase subunit B,"Replication, recombination and repair",,Op1930
PP_2978,PP_2978,AE015451.2,,3377952,3378353,+,conserved protein of unknown function,"Post-translational modification, protein turnover, and chaperones",,Op1931
PP_2979,PP_2979,AE015451.2,,3378302,3378730,-,conserved protein of unknown function,Function unknown,,Op1932
PP_2980,PP_2980,AE015451.2,,3378734,3378970,-,conserved protein of unknown function,Amino acid transport and metabolism,,Op1932
PP_2981,tnpS,AE015451.2,,3379177,3380148,-,putative cointegrate resolution protein S,"Replication, recombination and repair",,Op1933
PP_2982,tnpT-I,AE015451.2,,3380329,3381327,+,putative cointegrate resolution protein T Tn4652,Function unknown,,Op1934
PP_2983,PP_2983,AE015451.2,,3381355,3382011,+,conserved protein of unknown function,No COG annotation,,Op1934
PP_2984,PP_2984,AE015451.2,,3381992,3382471,+,conserved protein of unknown function,No COG annotation,,Op1934
PP_5545,PP_5545,AE015451.2,,3382500,3382667,+,protein of unknown function,No COG annotation,,Op1934
PP_5546,PP_5546,AE015451.2,,3382882,3383193,+,conserved protein of unknown function,Transcription,,Op1935
PP_5547,PP_5547,AE015451.2,,3383194,3383496,+,protein of unknown function,Transcription,,Op1935
PP_2985,PP_2985,AE015451.2,,3383520,3384065,-,conserved protein of unknown function,Function unknown,,Op1936
PP_5548,PP_5548,AE015451.2,,3384184,3384288,-,protein of unknown function,No COG annotation,,Op1937
PP_2986,PP_2986,AE015451.2,,3384367,3385416,-,putative Oxidoreductase,Cell wall/membrane/envelope biogenesis,,Op1938
PP_2987,PP_2987,AE015451.2,,3385617,3386060,-,conserved protein of unknown function,Transcription,,Op1939
PP_2988,PP_2988,AE015451.2,,3386157,3387173,+,Alcohol dehydrogenase%2C zinc-containing,Energy production and conversion,,Op1940
PP_2989,PP_2989,AE015451.2,,3387220,3388014,+,Oxidoreductase%2C short chain dehydrogenase/reductase family,Function unknown,,Op1941
PP_2990,PP_2990,AE015451.2,,3388152,3388631,+,Transcriptional regulator%2C MerR family,Transcription,,Op1942
PP_2991,PP_2991,AE015451.2,,3388647,3389678,-,conserved exported protein of unknown function,Function unknown,,Op1943
PP_2992,PP_2992,AE015451.2,,3389688,3390491,-,conserved exported protein of unknown function,Nucleotide transport and metabolism,,Op1943
PP_2994,PP_2994,AE015451.2,,3390791,3392047,+,Oxidoreductase%2C FMN-binding,Energy production and conversion,,Op1944
PP_2995,PP_2995,AE015451.2,,3392215,3392757,+,putative DNA topology modulation kinase FlaR,Nucleotide transport and metabolism,,Op1945
PP_2996,PP_2996,AE015451.2,,3392820,3393278,-,conserved protein of unknown function,No COG annotation,,Op1946
PP_2997,PP_2997,AE015451.2,,3393507,3394406,-,CnmA,Transcription,,Op1947
PP_2998,PP_2998,AE015451.2,,3394500,3395447,+,2-dehydropantoate 2-reductase,Coenzyme transport and metabolism,,Op1948
PP_2999,PP_2999,AE015451.2,,3395444,3395842,+,Glyoxalase family protein,Amino acid transport and metabolism,,Op1948
PP_3000,PP_3000,AE015451.2,,3395839,3396294,+,MaoC domain protein,Lipid transport and metabolism,,Op1948
PP_3001,PP_3001,AE015451.2,,3396291,3397523,+,CAIB/BAIF family protein,Energy production and conversion,,Op1948
PP_3002,PP_3002,AE015451.2,,3397520,3398338,+,shikimate dehydrogenase-related enzyme,Amino acid transport and metabolism,,Op1948
PP_3003,aroQ-III,AE015451.2,,3398343,3398780,+,3-dehydroquinate dehydratase 3%2C type II,Amino acid transport and metabolism,,Op1948
PP_3004,PP_3004,AE015451.2,,3399022,3399279,+,conserved protein of unknown function,No COG annotation,,Op1949
PP_3005,PP_3005,AE015451.2,,3399332,3400033,-,conserved protein of unknown function,Function unknown,,Op1950
PP_3006,PP_3006,AE015451.2,,3400021,3400569,-,RNA polymerase sigma-70 factor%2C ECF subfamily,Transcription,,Op1950
PP_3007,PP_3007,AE015451.2,,3400673,3401200,-,conserved exported protein of unknown function,Function unknown,,Op1950
PP_3008,PP_3008,AE015451.2,,3401417,3401704,+,conserved exported protein of unknown function,No COG annotation,,Op1951
PP_3009,PP_3009,AE015451.2,,3401813,3401911,+,conserved protein of unknown function,No COG annotation,,Op1952
PP_3010,PP_3010,AE015451.2,,3402108,3402476,+,conserved exported protein of unknown function,No COG annotation,,Op1953
PP_3011,PP_3011,AE015451.2,,3402628,3402987,+,conserved protein of unknown function,No COG annotation,,Op1954
PP_3012,PP_3012,AE015451.2,,3403041,3403169,+,conserved protein of unknown function,No COG annotation,,Op1955
PP_3013,PP_3013,AE015451.2,,3403213,3403464,-,conserved protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op1956
PP_3014,PP_3014,AE015451.2,,3403583,3403942,+,conserved exported protein of unknown function,No COG annotation,,Op1957
PP_5549,PP_5549,AE015451.2,,3403985,3404191,-,conserved protein of unknown function,No COG annotation,,Op1958
PP_3015,PP_3015,AE015451.2,,3404310,3404513,+,Medium-chain acyl-CoA ligase domain protein,Lipid transport and metabolism,,Op1959
PP_3016,PP_3016,AE015451.2,,3404650,3405483,+,putative Lipopolysaccharide core biosynthesis protein,Function unknown,,Op1960
PP_3017,ogt,AE015451.2,,3405554,3406054,+,O6-methylguanine-DNA methyltransferase,"Replication, recombination and repair",,Op1961
PP_3018,PP_3018,AE015451.2,,3406059,3406301,-,conserved protein of unknown function,No COG annotation,,Op1962
PP_3019,PP_3019,AE015451.2,,3406298,3407041,-,Carbon-nitrogen hydrolase family protein,Function unknown,,Op1962
PP_3020,PP_3020,AE015451.2,,3407256,3407981,+,putative Serine/threonine protein phosphatase,Signal transduction mechanisms,,Op1963
PP_3021,PP_3021,AE015451.2,,3407929,3408543,-,Transporter%2C LysE family,Amino acid transport and metabolism,,Op1964
PP_3022,PP_3022,AE015451.2,,3408625,3409434,-,Transcriptional regulator%2C AraC family,Transcription,,Op1965
PP_3024,PP_3024,AE015451.2,,3409970,3411166,+,conserved protein of unknown function,Signal transduction mechanisms,,Op1966
PP_5550,PP_5550,AE015451.2,,3411153,3411473,+,conserved protein of unknown function,Function unknown,,Op1966
PP_5551,PP_5551,AE015451.2,,3411487,3412011,+,conserved protein of unknown function,No COG annotation,,Op1966
PP_3025,PP_3025,AE015451.2,,3412204,3412824,-,Transporter%2C LysE family,Amino acid transport and metabolism,,Op1967
PP_3026,PP_3026,AE015451.2,,3412991,3414616,+,putative Phage recombinase,"Replication, recombination and repair",,Op1968
PP_3027,PP_3027,AE015451.2,,3414889,3415107,-,conserved protein of unknown function,No COG annotation,,Op1969
PP_3028,PP_3028,AE015451.2,,3415100,3415414,-,conserved protein of unknown function,No COG annotation,,Op1969
PP_3029,PP_3029,AE015451.2,,3415411,3417240,-,DNA cytosine methyltransferase family protein,"Replication, recombination and repair",,Op1969
PP_3030,PP_3030,AE015451.2,,3417237,3418040,-,conserved exported protein of unknown function,Function unknown,,Op1969
PP_3031,prtN,AE015451.2,,3418094,3418411,-,Transcription regulatory protein PrtN,Function unknown,,Op1970
PP_3032,PP_3032,AE015451.2,,3418570,3418860,-,DNA-binding protein Roi-related protein,Function unknown,,Op1971
PP_5552,PP_5552,AE015451.2,,3418864,3419175,-,conserved protein of unknown function,No COG annotation,,Op1971
PP_5553,PP_5553,AE015451.2,,3419172,3419345,-,conserved protein of unknown function,No COG annotation,,Op1971
PP_3033,PP_3033,AE015451.2,,3419453,3420184,-,putative transcriptional repressor%2C CI/C2 family,Transcription,,Op1972
PP_3034,PP_3034,AE015451.2,,3420263,3420526,+,putative Regulator protein,No COG annotation,,Op1973
PP_3035,PP_3035,AE015451.2,,3420437,3420610,-,conserved protein of unknown function,No COG annotation,,Op1974
PP_5554,PP_5554,AE015451.2,,3420719,3420901,-,protein of unknown function,No COG annotation,,Op1975
PP_3036,PP_3036,AE015451.2,,3420973,3421152,+,conserved protein of unknown function,No COG annotation,,Op1976
PP_5555,PP_5555,AE015451.2,,3421124,3421642,+,conserved protein of unknown function,No COG annotation,,Op1977
PP_3037,PP_3037,AE015451.2,,3421635,3421853,+,C4-type zinc finger protein%2C DksA/TraR family,Signal transduction mechanisms,,Op1977
PP_3038,PP_3038,AE015451.2,,3421843,3424053,+,Pyocin R2_PP%2C traC domain protein,"Replication, recombination and repair",,Op1977
PP_3039,PP_3039,AE015451.2,,3424050,3424412,+,conserved protein of unknown function,No COG annotation,,Op1977
PP_3040,PP_3040,AE015451.2,,3424924,3425271,+,Pyocin R2_PP%2C holin,Function unknown,,Op1978
PP_3041,PP_3041,AE015451.2,,3425436,3426047,+,conserved protein of unknown function,"Replication, recombination and repair",,Op1979
PP_3042,PP_3042,AE015451.2,,3426052,3428088,+,putative Terminase%2C large subunit,Function unknown,,Op1979
PP_3043,PP_3043,AE015451.2,,3428090,3428296,+,conserved protein of unknown function,No COG annotation,,Op1979
PP_3044,PP_3044,AE015451.2,,3428293,3429786,+,Phage portal protein%2C lambda family,Function unknown,,Op1979
PP_3045,PP_3045,AE015451.2,,3429783,3430946,+,putative ClpP protease,"Post-translational modification, protein turnover, and chaperones",,Op1979
PP_3046,PP_3046,AE015451.2,,3430949,3431296,+,conserved protein of unknown function,Function unknown,,Op1979
PP_3047,PP_3047,AE015451.2,,3431358,3432353,+,conserved protein of unknown function,Function unknown,,Op1980
PP_3048,PP_3048,AE015451.2,,3432350,3432670,+,conserved protein of unknown function,No COG annotation,,Op1980
PP_3049,PP_3049,AE015451.2,,3432667,3433329,+,conserved protein of unknown function,No COG annotation,,Op1980
PP_3050,PP_3050,AE015451.2,,3433322,3433852,+,conserved protein of unknown function,No COG annotation,,Op1980
PP_3051,gpV,AE015451.2,,3433849,3434451,+,Pyocin R2_PP%2C tail spike protein,Function unknown,,Op1980
PP_3052,PP_3052,AE015451.2,,3434494,3434763,+,conserved protein of unknown function,No COG annotation,,Op1981
PP_3053,gpW,AE015451.2,,3434766,3435092,+,Pyocin R2_PP%2C baseplate protein,Function unknown,,Op1981
PP_3054,gpJ,AE015451.2,,3435089,3436069,+,Pyocin R2_PP%2C baseplate/tail fiber protein,Function unknown,,Op1981
PP_3055,gpI,AE015451.2,,3436066,3436878,+,Pyocin R2_PP%2C tail formation protein,Function unknown,,Op1981
PP_3056,PP_3056,AE015451.2,,3436875,3437753,+,putative Pyocin R2_PP%2C tail fiber protein,Function unknown,,Op1981
PP_3057,PP_3057,AE015451.2,,3437760,3438500,+,putative pectinesterase,No COG annotation,,Op1981
PP_3058,PP_3058,AE015451.2,,3438523,3438984,+,conserved protein of unknown function,No COG annotation,,Op1981
PP_3059,PP_3059,AE015451.2,,3439079,3440245,+,putative tail sheath protein,Function unknown,,Op1982
PP_3060,PP_3060,AE015451.2,,3440258,3440767,+,putative tail sheath protein,Function unknown,,Op1982
PP_3061,PP_3061,AE015451.2,,3440813,3441109,+,conserved protein of unknown function,Function unknown,,Op1983
PP_3062,PP_3062,AE015451.2,,3441242,3444511,+,putative Pyocin R2_PP%2C tail length determination protein,"Cell cycle control, cell division, chromosome partitioning",,Op1984
PP_3063,gpU,AE015451.2,,3444521,3445366,+,Pyocin R2_PP%2C tail formation protein,Function unknown,,Op1984
PP_3064,PP_3064,AE015451.2,,3445341,3445547,+,Phage tail protein,"Intracellular trafficking, secretion, and vesicular transport",,Op1985
PP_3065,gpD,AE015451.2,,3445607,3446650,+,Pyocin R2_PP%2C tail formation,Function unknown,,Op1986
PP_3066,PP_3066,AE015451.2,,3446687,3447238,+,Pyocin R2_PP%2C lytic enzyme,Function unknown,,Op1986
PP_5556,PP_5556,AE015451.2,,3447235,3447795,+,putative bacteriophage lysis protein,Function unknown,,Op1986
PP_5557,PP_5557,AE015451.2,,3447875,3448132,-,protein of unknown function,No COG annotation,,Op1987
PP_3067,PP_3067,AE015451.2,,3448803,3450080,+,conserved protein of unknown function,"Cell cycle control, cell division, chromosome partitioning",,Op1988
PP_5558,PP_5558,AE015451.2,,3450221,3450586,-,putative transcriptional xre family of phage origin,Transcription,,Op1989
PP_3069,PP_3069,AE015451.2,,3450969,3453446,-,Outer membrane autotransporter,Cell wall/membrane/envelope biogenesis,,Op1990
PP_3070,ppiC-I,AE015451.2,,3453559,3453834,-,peptidyl-prolyl cis-trans isomerase C (rotamase C),"Post-translational modification, protein turnover, and chaperones",,Op1991
PP_3071,aacs,AE015451.2,,3453938,3455890,-,acetoacetyl-coenzyme A synthetase,Lipid transport and metabolism,,Op1992
PP_3072,eco,AE015451.2,,3455983,3456462,-,Ecotin,Cell wall/membrane/envelope biogenesis,,Op1993
PP_3073,hbdH,AE015451.2,,3456518,3457288,-,3-hydroxybutyrate dehydrogenase,Lipid transport and metabolism,,Op1994
PP_3074,bhbP,AE015451.2,,3457299,3458690,-,D-beta-hydroxybutyrate permease,Amino acid transport and metabolism,,Op1994
PP_3075,PP_3075,AE015451.2,,3458916,3460361,-,putative transcriptional regulator,Transcription,,Op1995
PP_3076,PP_3076,AE015451.2,,3460358,3461374,-,putative ABC transporter permease protein,Inorganic ion transport and metabolism,,Op1995
PP_3077,PP_3077,AE015451.2,,3461374,3462432,-,putative ABC transporter permease protein,Inorganic ion transport and metabolism,,Op1995
PP_3078,PP_3078,AE015451.2,,3462429,3464357,-,putative ABC transporter%2C periplasmic binding protein,Amino acid transport and metabolism,,Op1995
PP_3079,ppiC-II,AE015451.2,,3464371,3464652,-,peptidyl-prolyl cis-trans isomerase C (rotamase C),Carbohydrate transport and metabolism,,Op1995
PP_3080,aroF-II,AE015451.2,,3464733,3465794,-,tyr-sensitive phospho-2-dehydro-3-deoxyheptonate aldolase,Amino acid transport and metabolism,,Op1996
PP_5559,PP_5559,AE015451.2,,3466129,3466248,-,conserved protein of unknown function,No COG annotation,,Op1997
PP_3081,PP_3081,AE015451.2,,3466349,3466825,-,conserved protein of unknown function,Function unknown,,Op1998
PP_5560,PP_5560,AE015451.2,,3466949,3467257,-,conserved exported protein of unknown function,No COG annotation,,Op1999
PP_3082,PP_3082,AE015451.2,,3467339,3468703,-,putative Membrane protein,Amino acid transport and metabolism,,Op2000
PP_3083,PP_3083,AE015451.2,,3469064,3469939,+,putative Membrane protein,Function unknown,,Op2001
PP_3084,PP_3084,AE015451.2,,3470072,3472531,-,putative Outer membrane ferric siderophore receptor,Cell wall/membrane/envelope biogenesis,,Op2002
PP_3085,PP_3085,AE015451.2,,3472639,3473604,-,putative Transmembrane sensor,Inorganic ion transport and metabolism,,Op2003
PP_3086,PP_3086,AE015451.2,,3473601,3474107,-,putative RNA polymerase sigma-70 factor,Transcription,,Op2003
PP_3087,PP_3087,AE015451.2,,3474196,3476712,-,putative excinuclease ABC subunit A,"Replication, recombination and repair",,Op2004
PP_3088,PP_3088,AE015451.2,,3476880,3477965,-,conserved protein of unknown function,Function unknown,,Op2005
PP_3089,PP_3089,AE015451.2,,3478061,3478603,-,conserved protein of unknown function,Function unknown,,Op2006
PP_3090,PP_3090,AE015451.2,,3478723,3481218,-,OmpA domain protein,Cell motility,,Op2007
PP_5561,PP_5561,AE015451.2,,3481215,3482123,-,conserved protein of unknown function,Function unknown,,Op2007
PP_3091,PP_3091,AE015451.2,,3482120,3485923,-,conserved membrane protein of unknown function,Cell motility,,Op2007
PP_3092,PP_3092,AE015451.2,,3485954,3486670,-,conserved protein of unknown function,Function unknown,,Op2007
PP_3093,PP_3093,AE015451.2,,3486667,3488010,-,conserved protein of unknown function,Function unknown,,Op2007
PP_3094,PP_3094,AE015451.2,,3488007,3488729,-,conserved exported protein of unknown function,Function unknown,,Op2007
PP_3095,clpV,AE015451.2,,3488754,3491390,-,Protein ClpV1,"Post-translational modification, protein turnover, and chaperones",,Op2007
PP_3096,PP_3096,AE015451.2,,3491348,3492418,-,conserved protein of unknown function,Function unknown,,Op2007
PP_3097,PP_3097,AE015451.2,,3492382,3494202,-,conserved protein of unknown function,Function unknown,,Op2007
